thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,diagnostic_noise
58.0,,,3.9,C1,4.0,0.0,0,Z-WRT,-1.52332
40.8,71.0,5.4,5.3,C1,2.0,1.0,1,Z-VJC,0.62199
66.2,164.0,-4.1,-5.0,C2,4.0,0.0,0,,0.07761
42.5,122.0,0.1,-2.2,C2,3.0,0.0,0,Z-CDQ,0.7452
56.2,102.0,-0.1,-7.4,C5,3.0,0.0,1,Z-ZWD,1.05973
36.7,85.0,2.3,,C1,5.0,1.0,1,,-0.13002
42.7,122.0,-0.7,-1.0,C4,3.0,,1,Z-ZEW,0.03401
62.3,129.0,4.6,3.2,C4,2.0,1.0,0,Z-EXQ,0.48635
48.1,72.0,-1.8,-9.5,C2,3.0,0.0,0,Z-NSD,-1.04668
56.9,114.0,-2.2,-5.9,,1.0,1.0,1,Z-MAO,
52.1,83.0,0.2,-5.4,C1,2.0,0.0,1,Z-HQP,-1.53064
49.3,103.0,-1.0,3.3,C3,2.0,0.0,0,Z-MOG,1.11223
61.1,98.0,-1.8,-2.1,C1,3.0,,1,Z-MSY,0.55761
48.3,107.0,3.4,3.2,C4,5.0,0.0,1,Z-RKK,-0.65875
35.9,28.0,-0.9,-2.6,C3,2.0,0.0,0,Z-QZR,0.01237
43.7,59.0,5.4,0.5,C3,4.0,1.0,0,Z-ZVN,-0.53878
54.6,86.0,5.9,1.7,C3,5.0,0.0,1,Z-MEI,0.37974
53.3,101.0,4.1,4.0,C1,3.0,1.0,1,Z-XTQ,1.26603
37.6,38.0,4.4,1.1,C3,4.0,1.0,0,Z-LTJ,-0.22408
44.4,67.0,2.1,2.4,C2,4.0,1.0,0,Z-GLX,0.29162
45.5,114.0,3.7,2.2,C1,2.0,0.0,1,Z-NJB,1.2349
47.2,120.0,-0.1,-0.4,C1,5.0,0.0,1,Z-KGO,
,14.0,3.4,2.9,C2,2.0,1.0,0,Z-NEY,0.95938
45.1,76.0,-0.9,-4.6,C2,1.0,0.0,0,Z-NYX,-0.72407
44.3,303.0,4.5,1.0,C1,4.0,0.0,1,Z-JTR,-0.21937
56.3,121.0,3.2,5.1,C2,2.0,1.0,0,Z-UVP,0.8324
56.6,122.0,4.8,10.3,C5,1.0,1.0,0,Z-QNT,1.23598
49.0,114.0,0.1,2.4,C2,2.0,0.0,0,,-1.18833
47.0,,4.1,-9.8,C1,,0.0,0,Z-NKW,-0.06542
51.3,108.0,3.2,-2.0,C2,2.0,0.0,1,Z-ECD,1.34938
43.6,102.0,1.5,0.2,C2,1.0,0.0,1,Z-VKE,0.40464
41.0,248.0,-2.0,-8.0,C4,2.0,0.0,0,Z-BKR,-0.75937
42.6,77.0,-4.1,-10.1,C2,3.0,1.0,0,Z-EBC,0.4023
45.1,91.0,-2.0,-5.1,C1,1.0,1.0,0,Z-IMZ,-0.48855
40.8,54.0,2.6,2.2,C1,4.0,0.0,1,,1.3282
51.5,,0.1,1.1,C1,4.0,0.0,1,Z-PHF,-0.7666
56.0,72.0,4.3,0.6,C3,4.0,1.0,1,Z-USP,
37.5,57.0,5.0,0.9,C1,2.0,1.0,1,Z-EFV,0.14609
50.4,119.0,3.3,-2.3,C3,3.0,0.0,0,Z-LID,0.00606
48.4,105.0,6.0,5.8,C2,1.0,1.0,0,Z-LIP,0.00363
52.9,92.0,4.2,3.9,C3,5.0,1.0,1,Z-ZNP,-0.85058
50.1,54.0,3.8,5.6,C1,1.0,0.0,1,Z-JEC,0.74896
38.5,80.0,1.4,,C1,2.0,1.0,1,Z-YAD,-0.14689
40.1,253.0,4.0,-3.7,C2,1.0,1.0,0,Z-YYG,-1.07431
50.4,114.0,5.0,1.3,C2,5.0,1.0,1,Z-ETZ,3.07202
58.4,100.0,-5.0,-2.3,C2,1.0,0.0,1,Z-SXM,0.55873
32.4,23.0,4.3,,C3,1.0,1.0,0,Z-SDO,-0.48953
52.9,68.0,3.4,1.0,C4,1.0,0.0,1,,0.89676
59.7,105.0,5.4,4.3,C2,5.0,0.0,0,Z-KRY,-0.89701
48.9,101.0,3.7,10.2,C1,,0.0,0,Z-NOC,1.22007
54.6,76.0,5.0,0.2,C1,5.0,0.0,1,Z-XDB,1.43672
44.5,70.0,-1.6,,C4,5.0,1.0,0,Z-MZJ,0.77362
49.2,120.0,-0.5,5.1,,4.0,0.0,0,,1.0155
37.2,108.0,-1.9,-5.8,C1,2.0,1.0,1,,1.17071
31.4,76.0,4.9,7.3,C5,5.0,1.0,1,Z-GWZ,2.13123
57.7,105.0,,-1.2,C1,3.0,0.0,1,Z-KTG,3.59959
42.3,70.0,2.0,-0.8,C3,3.0,1.0,0,Z-MCG,-2.22253
46.5,109.0,4.1,3.9,C1,3.0,1.0,0,Z-OAZ,0.80295
39.1,73.0,3.9,1.1,C3,4.0,0.0,0,Z-RMR,0.06324
38.9,106.0,-1.9,6.3,C1,5.0,1.0,1,Z-ALE,1.90827
48.8,124.0,-1.4,-11.6,C4,5.0,1.0,1,Z-IZC,0.33788
44.3,102.0,-2.6,-5.1,C1,3.0,0.0,0,Z-EEK,0.66557
53.2,92.0,-2.0,-4.4,C1,1.0,0.0,1,Z-ZRF,-0.24106
53.8,95.0,0.7,-1.6,C3,5.0,0.0,1,Z-HCW,1.26156
52.7,60.0,-1.1,2.0,C2,1.0,0.0,1,Z-SOU,0.91275
52.1,102.0,-4.1,-7.1,C2,3.0,1.0,1,Z-GVK,0.26752
62.8,119.0,4.1,4.1,C2,2.0,0.0,0,Z-IFG,1.93384
41.6,49.0,0.2,-0.4,C2,2.0,0.0,0,Z-LTW,2.20056
49.7,163.0,-3.4,-1.0,C5,3.0,0.0,1,Z-RBO,0.68118
59.2,131.0,4.1,1.4,C3,4.0,1.0,0,Z-XJO,0.03779
60.3,95.0,3.0,2.4,C2,,0.0,1,Z-YBB,-0.49192
38.8,137.0,5.2,2.4,C1,5.0,0.0,1,Z-FDP,2.35958
47.7,83.0,6.3,-0.3,C2,,1.0,1,Z-LEI,-0.69082
61.0,141.0,-0.7,4.5,C5,2.0,,0,Z-BUV,0.56147
54.2,110.0,5.8,0.3,C1,3.0,1.0,1,Z-GCO,
51.7,91.0,2.5,-1.5,C1,2.0,1.0,1,Z-OJU,-0.6607
48.4,,4.0,-1.7,C1,3.0,0.0,1,Z-ZWH,-0.6921
,134.0,5.0,4.5,C3,5.0,1.0,0,Z-JUD,1.65498
52.5,128.0,-2.1,-5.5,C3,3.0,0.0,1,Z-DKR,-0.29041
48.1,94.0,-0.2,4.6,C3,1.0,1.0,0,Z-BPO,-1.61265
49.8,45.0,5.9,5.8,,4.0,1.0,1,Z-XZB,-0.94647
50.8,110.0,5.6,2.2,C3,2.0,0.0,0,Z-TSY,-1.33487
44.7,58.0,2.5,-3.3,C5,2.0,0.0,1,Z-AKG,-0.34367
,122.0,5.2,2.5,C2,4.0,1.0,0,Z-YPH,-0.45039
73.5,120.0,-0.8,-0.2,C1,2.0,0.0,0,Z-JHJ,1.57889
35.9,60.0,-1.8,-3.3,C2,3.0,0.0,0,Z-TYD,-0.8546
52.8,88.0,-2.6,-4.5,C3,4.0,1.0,0,,-1.0872
44.1,118.0,4.5,-2.0,C2,2.0,0.0,1,Z-UGY,0.28618
54.8,61.0,1.9,9.6,C2,3.0,0.0,1,Z-PRA,1.97443
,121.0,-1.3,-3.6,C3,3.0,0.0,1,Z-TWR,-0.28454
56.3,120.0,1.1,-6.4,C1,3.0,1.0,1,Z-MWZ,-0.65825
59.6,114.0,5.7,-1.2,C3,5.0,1.0,0,Z-ZQU,1.47478
51.7,91.0,5.9,2.1,C3,5.0,1.0,0,Z-BRQ,-1.62374
59.2,129.0,3.0,9.3,C5,2.0,0.0,0,Z-DSQ,0.03377
31.4,57.0,7.3,4.0,C3,3.0,0.0,1,Z-ALM,
62.9,110.0,4.6,0.8,C1,2.0,1.0,0,Z-WZC,0.71193
53.2,107.0,4.7,,C2,1.0,,0,Z-JAD,0.5376
58.8,161.0,2.1,4.1,C2,2.0,,0,Z-SAX,-0.10155
40.4,43.0,-0.9,0.4,C2,2.0,0.0,0,Z-XDJ,-0.30508
43.5,103.0,5.9,4.4,C3,3.0,0.0,0,Z-YGF,0.10261
51.3,99.0,0.8,,C2,3.0,0.0,1,Z-FVL,-0.26439
50.0,94.0,4.5,-0.8,C3,2.0,1.0,0,Z-WSV,-0.49032
52.4,63.0,2.6,-6.1,C3,5.0,0.0,0,Z-SRL,0.10191
58.8,68.0,2.2,,C3,4.0,1.0,1,Z-OUM,0.23574
36.0,86.0,0.1,-3.3,C3,4.0,0.0,0,Z-JEK,1.76341
,79.0,6.4,1.7,C1,2.0,0.0,1,Z-RGJ,0.4733
50.2,128.0,5.9,4.7,C1,,0.0,0,Z-UUJ,-0.84523
48.5,70.0,1.6,-3.0,,1.0,0.0,0,Z-GMF,0.31638
38.4,,6.6,2.7,C4,2.0,1.0,1,Z-MZK,-0.61713
54.2,92.0,,-2.6,C5,5.0,0.0,1,Z-IWX,1.82813
30.8,238.0,3.0,0.9,C5,3.0,0.0,1,Z-HVY,0.4177
55.3,,0.3,0.2,C1,3.0,1.0,1,Z-DZV,-0.55299
38.2,92.0,4.2,-3.7,C5,3.0,0.0,1,Z-CGK,-0.91252
50.6,120.0,4.0,3.8,C4,3.0,0.0,0,,0.74673
49.2,,4.3,3.3,C1,5.0,0.0,1,Z-YDF,-0.80032
59.5,290.0,,3.0,C2,1.0,1.0,0,Z-VFZ,-1.17599
48.7,98.0,4.8,3.1,C5,4.0,1.0,1,Z-FPH,-0.05686
44.6,,4.7,4.0,C2,3.0,0.0,1,Z-IJF,-0.80955
46.1,104.0,1.2,,C5,2.0,1.0,1,Z-ELR,0.02938
60.3,109.0,1.1,1.3,C2,3.0,1.0,0,Z-WLZ,0.34838
54.5,213.0,4.8,7.4,C1,3.0,1.0,1,Z-HOD,1.82814
47.1,85.0,2.7,-1.3,C1,1.0,1.0,1,Z-FMQ,1.4872
48.3,52.0,3.0,-0.9,C1,1.0,0.0,1,Z-ORW,
37.6,46.0,-0.3,0.8,C3,3.0,0.0,0,Z-QWN,-0.66539
53.3,99.0,0.5,-3.5,C1,4.0,1.0,1,Z-ZTV,0.58427
36.1,75.0,-1.8,-6.2,C2,3.0,0.0,0,Z-GMT,-0.89616
56.2,88.0,,4.8,C5,2.0,0.0,1,Z-XZW,-0.46696
51.2,116.0,4.0,0.1,C1,3.0,,1,Z-QHV,-0.53248
69.3,129.0,-1.6,2.2,C2,5.0,0.0,0,Z-MVK,-1.15048
41.4,74.0,-0.8,-4.3,C4,5.0,0.0,0,,-1.95691
49.3,,-3.9,-8.5,C5,2.0,0.0,1,Z-WDW,0.90994
64.6,157.0,,-1.1,,1.0,0.0,0,Z-WUW,0.09188
59.7,58.0,1.4,1.5,C2,4.0,0.0,1,Z-JTV,-0.78849
44.6,126.0,4.0,3.2,C1,2.0,1.0,1,Z-TPW,0.29478
52.0,87.0,-6.0,-4.6,C3,4.0,1.0,1,Z-TDD,-0.22879
50.2,79.0,-1.1,-4.9,C4,2.0,1.0,0,Z-DYL,0.77989
52.4,93.0,-3.4,0.2,C3,2.0,0.0,1,Z-BWK,-0.34767
44.6,67.0,-1.8,-10.2,C1,4.0,1.0,0,Z-RZT,0.53969
49.4,71.0,2.3,-2.9,C3,2.0,0.0,0,Z-AXL,-2.34841
37.4,102.0,2.6,0.8,C3,1.0,0.0,0,Z-HTQ,
51.2,107.0,2.5,-2.4,C4,,0.0,1,Z-RZB,0.76103
53.8,55.0,,-0.2,C1,1.0,1.0,1,Z-NXP,-0.6085
48.3,116.0,-2.0,-7.5,C1,3.0,0.0,1,Z-NZD,-1.19294
37.2,93.0,2.3,-0.4,C2,2.0,0.0,1,Z-DCP,-2.25288
58.1,74.0,3.0,3.0,C4,1.0,0.0,1,Z-WSB,-0.47752
53.1,110.0,6.1,1.5,C4,1.0,0.0,0,Z-LPE,-0.69385
44.3,107.0,4.0,-1.9,C1,1.0,0.0,1,Z-QZY,-0.31818
47.9,53.0,,-3.2,C2,3.0,0.0,0,Z-RAW,-0.32595
38.1,88.0,3.1,5.7,C3,5.0,0.0,1,Z-LUC,0.0586
,68.0,5.3,7.6,C1,4.0,,1,Z-CHR,-1.8727
45.9,108.0,7.0,2.5,C3,4.0,1.0,0,Z-ENT,-1.85379
60.0,92.0,3.1,3.3,C2,4.0,1.0,0,Z-PQC,0.85468
45.0,120.0,6.8,4.3,C4,4.0,1.0,0,Z-HJE,-0.04846
55.3,102.0,,3.2,C2,3.0,0.0,1,Z-XRN,1.21182
45.9,77.0,4.4,3.1,C4,,0.0,0,Z-JVJ,-1.26526
52.1,84.0,4.9,1.9,C1,3.0,,1,Z-NVF,-0.38962
49.0,122.0,4.9,9.5,C2,,,0,Z-MXG,-1.23787
57.1,93.0,7.0,0.6,C2,1.0,0.0,1,Z-IVL,2.64922
,309.0,1.6,1.1,C1,4.0,0.0,0,Z-TXZ,-1.87696
37.6,85.0,2.1,6.0,C2,2.0,1.0,1,Z-FHT,-1.11772
39.1,44.0,-3.0,-1.4,C3,4.0,,0,Z-PDQ,0.40762
45.9,94.0,5.6,0.0,C2,4.0,0.0,1,Z-MLB,1.06568
40.2,85.0,3.1,-2.4,C4,1.0,0.0,0,Z-DZX,-2.12284
53.4,68.0,4.5,-3.6,C1,2.0,1.0,1,Z-KUT,-0.98081
46.4,94.0,8.4,12.0,C1,5.0,0.0,0,Z-HPC,-2.32143
69.2,147.0,0.9,-5.6,C1,1.0,1.0,0,Z-SFK,0.86936
36.2,107.0,-2.8,,,4.0,0.0,1,Z-HZW,0.5996
51.8,132.0,4.8,-3.5,C1,2.0,0.0,1,Z-TWC,-0.23432
41.1,,4.1,12.8,C1,3.0,1.0,0,Z-ZUW,-1.14975
46.2,94.0,4.1,-3.7,C1,5.0,1.0,1,Z-SAC,-0.07347
51.3,117.0,4.5,2.5,C2,3.0,1.0,0,Z-OHJ,-0.21735
31.5,53.0,4.0,7.1,C2,3.0,0.0,1,Z-TJZ,0.24048
52.1,154.0,-4.1,-8.2,C2,4.0,1.0,1,Z-NLS,-1.09658
65.4,102.0,3.7,4.0,C3,2.0,1.0,0,Z-UBK,1.14936
46.5,144.0,7.2,3.5,C2,1.0,0.0,0,Z-ZFJ,-1.06909
52.2,150.0,-0.2,-0.1,C1,3.0,1.0,1,Z-SHH,-0.54314
58.4,93.0,-2.2,1.1,C3,5.0,1.0,0,Z-WUP,-0.27112
48.8,126.0,2.4,-1.3,C1,4.0,1.0,1,Z-GVT,0.89433
45.5,105.0,0.4,5.1,C1,3.0,0.0,0,Z-CXU,-0.08563
31.9,59.0,5.4,,C3,1.0,1.0,0,Z-PZA,
55.3,105.0,1.4,7.9,C1,1.0,1.0,0,Z-ITG,1.23959
49.3,106.0,-1.4,-6.3,C3,,0.0,0,Z-KLY,-0.56438
42.1,96.0,3.3,-1.4,,5.0,1.0,0,Z-GDM,1.02189
,142.0,1.2,-1.6,C4,3.0,0.0,1,Z-CGO,-1.11533
45.5,108.0,3.3,-3.8,C2,4.0,1.0,0,Z-OWY,-1.32829
45.9,73.0,,,,1.0,0.0,0,Z-QIB,1.75721
55.0,129.0,-2.0,-3.7,C2,3.0,0.0,1,Z-XXO,0.60943
39.4,35.0,5.8,-1.4,C3,,1.0,0,Z-DVO,1.74793
58.5,104.0,3.4,-2.1,C1,5.0,1.0,1,Z-DEZ,-0.12369
39.0,74.0,3.0,-2.6,C2,2.0,1.0,0,Z-RFW,-0.50039
44.9,109.0,3.4,5.3,C2,1.0,0.0,0,Z-BAS,-0.77011
65.6,174.0,-0.0,0.3,C1,2.0,1.0,0,,1.71186
59.2,121.0,5.0,2.2,C1,1.0,1.0,0,Z-ALX,0.69595
50.9,92.0,-1.1,-4.1,C4,2.0,0.0,1,Z-BIB,-1.64562
42.6,69.0,-1.2,-3.7,C3,5.0,0.0,0,Z-ADY,-0.96146
45.9,116.0,2.4,8.1,C3,5.0,1.0,0,Z-KGJ,-0.82183
50.7,96.0,2.8,-0.2,C3,3.0,0.0,0,Z-XUL,-1.32838
50.5,87.0,-1.6,0.6,C1,4.0,0.0,1,Z-OXD,1.07919
49.4,125.0,-2.7,-5.4,C1,2.0,1.0,1,Z-DFS,-0.17702
49.9,132.0,-1.8,4.0,C3,,0.0,0,Z-GFA,0.67004
48.4,72.0,4.8,-2.6,C3,2.0,1.0,0,Z-HLV,0.17496
38.6,41.0,1.8,3.3,C3,3.0,0.0,0,Z-YYS,-1.70257
46.0,91.0,4.2,-1.2,C2,1.0,1.0,0,Z-LGV,-0.60097
-79.3,82.0,-3.8,4.4,C2,5.0,0.0,1,Z-YLS,-1.06351
,48.0,5.2,5.9,C3,2.0,0.0,0,Z-UHX,0.9433
48.6,70.0,2.0,-7.1,C2,2.0,0.0,0,Z-CZC,
43.6,118.0,4.1,-2.0,C2,2.0,1.0,1,Z-ZAJ,-0.60805
51.1,119.0,3.4,4.2,C1,3.0,0.0,0,Z-STK,1.44934
47.0,161.0,-3.2,-1.7,C1,3.0,1.0,1,Z-HIU,2.5196
62.0,103.0,0.8,1.5,C3,4.0,,0,Z-LVS,-0.99483
54.2,143.0,-2.6,-3.3,C2,4.0,1.0,1,Z-OUW,-1.90498
39.7,,,-1.6,C3,,0.0,0,Z-VOF,0.25073
55.5,94.0,0.6,3.5,,3.0,0.0,0,Z-III,0.47702
44.0,,4.9,-1.0,C2,3.0,1.0,0,Z-YZO,-1.86005
,77.0,4.0,2.1,C3,5.0,0.0,0,Z-CON,-1.29542
52.7,112.0,-1.4,-5.5,C1,3.0,0.0,1,Z-NSD,-0.91818
46.2,120.0,-1.6,-6.0,,2.0,1.0,1,Z-OPV,0.63402
57.3,102.0,-1.1,-4.5,C2,3.0,0.0,1,Z-QLC,0.27014
44.0,113.0,-1.6,-6.1,C3,4.0,0.0,0,Z-RJO,-1.37005
45.2,126.0,2.1,2.5,C1,5.0,1.0,1,Z-JBS,-0.99867
44.9,132.0,1.9,-6.2,C1,2.0,,1,Z-GTY,-1.19934
45.6,61.0,-3.6,-2.9,C4,3.0,0.0,0,Z-REI,0.00552
59.0,114.0,6.5,1.4,C4,3.0,0.0,0,Z-QNK,2.13173
55.2,128.0,5.0,2.9,C4,,0.0,0,Z-ZWR,1.49067
63.8,94.0,4.0,1.2,C1,1.0,1.0,0,Z-MTT,0.88536
68.3,96.0,0.3,-3.5,C3,5.0,0.0,0,,-1.19233
41.9,86.0,6.6,9.3,C3,2.0,1.0,1,Z-FBC,1.10849
50.7,90.0,1.2,-2.1,C1,2.0,0.0,1,Z-AAV,-0.76328
40.7,80.0,2.1,3.2,C1,4.0,0.0,1,Z-ZXW,-0.8137
,77.0,3.6,4.6,C1,2.0,0.0,1,Z-ZKC,1.11842
45.1,150.0,-0.5,-3.2,C4,1.0,0.0,1,Z-MFU,-0.22101
41.7,74.0,-2.1,,C3,5.0,0.0,0,Z-ALM,0.79732
41.7,102.0,2.9,-2.8,C1,3.0,0.0,0,Z-OVF,0.59222
49.0,112.0,3.9,7.2,C1,5.0,0.0,0,Z-REB,-0.63639
40.4,38.0,4.8,4.6,C4,1.0,0.0,0,Z-SVD,0.18694
56.9,151.0,2.0,0.7,C3,1.0,0.0,0,Z-PAU,0.60206
42.8,105.0,0.8,-3.3,C4,2.0,1.0,0,Z-COT,-0.06658
,143.0,3.7,9.0,C1,1.0,1.0,0,Z-KWM,-1.22037
46.5,123.0,-3.3,-8.2,C5,3.0,0.0,1,Z-APJ,1.30569
50.7,100.0,0.4,-0.6,C1,5.0,1.0,1,Z-YVS,-0.57592
39.8,107.0,2.4,2.6,C1,2.0,0.0,1,Z-XOK,-0.79949
63.8,73.0,3.4,-4.2,C5,4.0,0.0,1,Z-DXW,-0.55594
59.1,138.0,,-2.8,C1,3.0,1.0,1,Z-CPU,0.95103
52.5,109.0,3.6,,C2,1.0,0.0,1,Z-GHR,0.23472
39.4,88.0,4.1,5.6,C1,2.0,0.0,1,Z-ESI,1.84319
51.8,81.0,-0.3,-3.7,C3,3.0,0.0,0,Z-VXE,-1.52174
41.2,79.0,4.5,-3.7,C1,,0.0,0,Z-UMZ,-0.45076
61.9,113.0,,-8.6,C2,3.0,1.0,0,Z-AZI,0.12592
,283.0,0.8,-4.2,C1,4.0,1.0,1,Z-PUL,-0.27363
,111.0,0.4,-7.6,C5,2.0,0.0,1,Z-GUU,-1.48863
30.7,110.0,2.2,3.6,C4,2.0,0.0,1,Z-EFQ,-1.04616
42.3,49.0,6.2,7.2,C4,4.0,0.0,1,Z-EII,-0.57579
55.7,123.0,4.9,2.7,C4,,1.0,0,Z-QNQ,-0.52117
59.9,105.0,2.7,-0.3,C3,3.0,,0,Z-KJP,-0.20103
59.0,101.0,1.2,2.6,C1,2.0,0.0,0,Z-FIW,-0.31862
37.4,,-1.6,-0.1,C1,4.0,,1,Z-TNM,-1.10171
52.6,107.0,-2.9,-8.4,C3,3.0,0.0,0,Z-HVN,-1.75133
,119.0,-0.0,-5.2,C2,5.0,1.0,1,Z-YXR,1.33271
36.9,48.0,5.9,6.5,C1,,1.0,1,Z-MJO,1.51641
50.1,130.0,2.7,1.9,C1,3.0,0.0,1,Z-GMU,0.01451
52.4,106.0,4.3,4.8,C5,3.0,0.0,1,Z-NTZ,1.07124
47.8,112.0,-2.6,,C1,2.0,0.0,1,Z-ALQ,0.93619
35.3,108.0,-0.3,-5.0,C2,3.0,,1,Z-QYS,0.91004
47.6,,6.6,6.2,C3,4.0,0.0,1,Z-TBW,-0.65851
47.5,113.0,4.4,-0.7,C3,3.0,1.0,0,Z-VBX,0.1228
49.0,94.0,3.1,-5.4,C1,5.0,0.0,1,Z-XIE,-0.5014
45.6,120.0,2.6,-2.1,C3,3.0,0.0,0,Z-XMN,-1.63619
46.6,73.0,-3.7,,C1,1.0,1.0,0,Z-AFV,-1.34124
49.8,125.0,0.2,5.8,,1.0,0.0,0,Z-QRP,0.22708
53.7,78.0,5.0,-0.8,C3,1.0,1.0,1,Z-PMF,-0.00715
47.7,107.0,3.9,1.6,C4,5.0,0.0,1,Z-JPG,0.47002
46.9,103.0,4.8,11.2,C3,2.0,0.0,0,Z-PMP,0.06766
50.9,97.0,3.0,-3.6,C1,4.0,0.0,1,Z-ENI,0.16583
34.8,47.0,4.9,5.5,C1,3.0,1.0,1,Z-OFW,0.30619
54.0,97.0,-1.9,-6.3,C2,5.0,0.0,1,,-1.09076
50.2,125.0,3.9,3.5,,3.0,1.0,1,Z-QCR,
50.5,141.0,3.5,11.3,C1,5.0,0.0,0,Z-WGK,
57.8,166.0,,1.5,C1,4.0,1.0,0,Z-HQB,0.38901
34.5,,-3.3,-3.8,C1,2.0,0.0,1,,1.28167
34.4,81.0,3.1,-2.9,C2,3.0,,0,Z-XGV,-0.51406
52.4,116.0,4.1,1.2,C1,2.0,0.0,0,Z-ZQD,0.08233
50.1,152.0,2.3,,C1,2.0,0.0,0,Z-FRI,
51.5,117.0,6.9,-1.8,,2.0,0.0,1,Z-TDU,0.33639
46.5,97.0,4.8,-6.4,C2,2.0,0.0,0,Z-YOD,0.57532
55.5,102.0,4.9,-0.9,C2,3.0,0.0,1,Z-WFS,0.93285
57.6,109.0,-1.0,-2.6,C1,3.0,1.0,1,Z-YWZ,-0.01816
54.0,117.0,0.9,4.0,C2,5.0,1.0,1,Z-RDW,-1.25073
48.1,77.0,-1.8,-6.3,C1,3.0,0.0,0,Z-VGJ,-1.33932
33.3,55.0,4.8,3.4,C4,4.0,0.0,1,Z-NDL,-1.32481
56.3,109.0,,-4.1,C2,3.0,0.0,1,Z-KZD,-1.45578
,105.0,0.0,-5.0,C3,3.0,1.0,0,Z-MLS,-2.14336
,125.0,7.3,-5.6,C3,3.0,0.0,0,Z-YVV,-1.20739
43.1,107.0,-1.6,6.5,,5.0,0.0,0,Z-EKZ,-0.71339
55.6,117.0,4.7,3.3,C2,1.0,0.0,1,Z-FMQ,1.70822
57.0,125.0,0.1,-0.8,C2,2.0,0.0,1,Z-LOI,-0.85503
62.6,125.0,6.1,6.0,C2,4.0,0.0,0,Z-MJC,0.10091
43.1,0.0,3.4,12.1,,2.0,0.0,1,Z-NWF,-0.18646
48.3,74.0,5.1,1.0,C1,1.0,1.0,1,Z-NFA,-0.14102
56.1,130.0,-0.8,-6.5,C1,2.0,1.0,1,Z-BPD,-1.24192
50.6,79.0,-0.9,6.1,C2,,1.0,1,Z-DOX,0.51935
41.2,,0.4,-6.4,,2.0,,0,Z-BWO,-0.55272
53.5,131.0,4.5,7.8,C4,2.0,1.0,0,Z-ZEY,1.14549
54.8,101.0,-0.9,-2.7,C1,5.0,0.0,1,Z-QYR,0.2764
50.9,86.0,4.3,4.0,C1,4.0,0.0,1,Z-EJX,-1.3713
51.9,104.0,3.8,-4.4,C3,1.0,1.0,0,Z-KSU,0.87947
48.1,96.0,0.6,9.9,C4,1.0,,0,Z-MBV,-1.27008
62.0,137.0,-0.3,-3.5,C2,5.0,0.0,0,Z-VCG,-1.76773
42.9,25.0,-1.7,-6.1,C2,4.0,1.0,0,Z-CRB,2.10831
45.5,73.0,3.0,3.3,C1,3.0,0.0,1,Z-FPC,0.63691
50.2,73.0,4.0,-0.8,C5,,0.0,1,Z-HPX,1.09087
57.2,44.0,-1.0,,C3,1.0,0.0,0,,-0.36093
38.2,67.0,5.1,-2.5,C1,2.0,1.0,0,Z-VRI,-0.40147
39.7,,1.2,0.0,C3,3.0,0.0,0,Z-KEB,-0.93693
33.8,62.0,-1.2,,C1,3.0,0.0,0,Z-RVJ,-0.5271
50.4,88.0,4.8,-0.8,C2,5.0,0.0,1,Z-HJG,-0.60758
41.2,98.0,5.3,-0.9,C2,1.0,0.0,0,Z-JOE,-1.58774
47.1,88.0,-0.1,2.1,C3,,0.0,0,Z-HWC,1.34673
55.5,64.0,4.9,1.2,C5,5.0,1.0,1,Z-QJH,-1.0019
45.0,101.0,6.6,3.4,C2,5.0,1.0,1,Z-RHT,
52.0,169.0,2.0,2.0,C3,2.0,1.0,0,Z-EGA,-1.17909
47.8,125.0,5.1,7.7,C3,2.0,0.0,0,Z-OKP,0.1134
55.5,128.0,-0.4,-5.8,C1,,1.0,1,Z-RNY,-0.97557
54.0,102.0,-0.3,-0.9,C3,2.0,1.0,1,Z-MJJ,-0.50601
,78.0,5.4,-0.7,C4,5.0,0.0,1,,-0.17162
48.8,83.0,4.5,1.5,C2,2.0,0.0,0,Z-CUD,-0.57907
58.5,121.0,0.8,3.6,C2,1.0,0.0,0,Z-ALZ,-0.14223
53.3,75.0,3.0,-8.9,C3,3.0,0.0,0,Z-TSK,-0.32683
39.0,87.0,-1.3,-6.7,,4.0,0.0,0,Z-HGB,-0.9502
55.4,91.0,-1.9,-4.3,C1,5.0,1.0,1,Z-UAM,-0.0439
,40.0,-2.0,-1.7,C1,3.0,0.0,0,,0.03246
61.5,101.0,-0.4,3.2,C3,1.0,1.0,0,Z-CVM,0.82446
58.4,148.0,-1.6,-10.2,C1,4.0,,1,Z-CUC,
52.5,108.0,4.8,8.6,C4,1.0,0.0,0,Z-GLQ,-1.25488
51.4,,6.0,5.9,,2.0,0.0,1,Z-XZY,
48.5,79.0,1.4,-1.4,C1,2.0,1.0,0,Z-RLC,-0.09132
55.6,134.0,2.0,-6.1,C3,1.0,0.0,0,Z-RRD,-0.25573
47.2,87.0,2.6,-1.8,C1,2.0,0.0,0,Z-SPP,0.72864
52.0,118.0,4.9,7.1,C2,4.0,0.0,0,Z-PPS,1.56628
57.1,101.0,3.1,1.3,C2,1.0,1.0,0,Z-ZRC,0.43817
45.7,98.0,5.3,2.2,C4,3.0,0.0,0,Z-PEU,0.46816
45.2,93.0,5.7,-0.7,,2.0,1.0,1,Z-WER,0.66125
